X,Y,Z,FaceLabels
0.8928357864552429,0.45820943786335644,-0.0046507624876596714,Welcome in my mind 🧠
0.8994147501204,0.43736174644023923,-0.0018390555107699292,Welcome in my mind 🧠
0.26126732710659106,0.42786653389729024,-0.009249287274888428,README
0.3862592245426152,0.3268473442115092,-0.02314576786962122,README
0.9112053299202523,0.4357491867208565,-0.005398996536328667,Contact me 💌
0.9073690179765479,0.4353264991500454,-0.0040240626559992915,Create a programming language
0.8959089155838833,0.4347848538470074,-0.0034542744481622758,Programming languages
0.2586769173501952,0.42328406330903856,-0.005966209192193706,Inspectional reading
0.19226458018420473,0.22757973746456744,-0.008508467745687838,Reading philosophy
0.9035755168082029,0.43787665927083474,-0.0015240222439445708,Reading philosophy
0.8991145302728674,0.431925217855086,-0.012843311349173395,Reading imaginary
0.8989048909022354,0.45875329120154595,-0.0052389208618640855,Reading imaginary
0.9009772213053242,0.4453200587900486,-0.004392794800969632,Reading technics should differ depending on book type
0.9058129919347758,0.43365587470391653,-0.0067160836256012334,Elementary reading
0.2613669738445789,0.4207696244742233,-0.006907017342446694,Re-reading books
0.28309459450182756,0.19347084619650926,-0.018306434729093848,Evaluate a book
0.7923109451597128,0.4551878895219762,-0.016255570653147287,Syntopical reading
0.9126692408948563,0.43295369223110025,-0.012613846244881146,Syntopical reading
0.897093187510113,0.4486242590795442,-0.00422890283512791,The four levels of reading
0.7956144109959109,0.4535419567993389,-0.02451674144065132,Reading science and mathematics
0.9021344334624442,0.43158958297615935,-0.016834003572233434,Speed reading
0.8694675447580769,0.39393351314447106,-0.007958395316965109,Speed reading
0.8953449077484509,0.4620470551536262,-0.005384960043977889,Selective reading
0.8575223008269672,0.36272377490029517,-0.018306685465644675,Reading history
0.8613967759935426,0.3596385758532369,-0.029432034608221,Reading biographies
0.8166865348905272,0.3849587622963559,-0.0271716236930347,Reading digests
0.18689084499410005,0.22312191702248682,-0.013234266277795139,Reading news
0.8963985684931968,0.4544036888628781,-0.0040364817860894815,Analytical reading
0.8627488927775561,0.362923447341085,-0.026659317848532385,Augmented reality
0.8724594978977165,0.42883631877579187,-0.018166698195056962,AR devices
0.32424158481025367,0.34111167389627595,-0.01415968982372635,Mixed reality
0.9019314852463304,0.45002956863287324,-0.008441569167210596,No-code tools for AR
0.28898127761900394,0.36136264128050954,-0.012085371522981045,Video
0.8248271557080589,0.3727625216210236,-0.0267259990982154,Premiere Pro
0.910272550080347,0.4272626646451214,-0.016328656103436357,Make great videos
0.8800921037971553,0.42227354283811647,-0.022332827573827426,Make great videos
0.351230172278844,0.33207373281593777,-0.018806468498437975,Make great videos
0.8454036801388108,0.4816499756676129,-0.027003805839342785,Hyperinflation
0.17659922502896347,0.2733891156478826,-0.014877893449309355,Printing more money could create inflation
0.27940326578024954,0.17222310843782435,-0.02654679203257042,Music theory
0.1763372537535553,0.2670120432980718,-0.020494824977502338,One drop pattern
0.9045830897059364,0.44299261265995593,-0.005272452609377974,Circle of fifth
0.2509305407515653,0.23123360052076627,-0.02296106134673071,Contrapuntal music (in film)
0.9096890403960973,0.4405804539545365,-0.006906562105154025,Chords progressions
0.8875816475404803,0.4426019702970062,-0.008614187577911986,Chords progressions
0.3847997247233894,0.324601677675331,-0.02012717601617362,Harmonic Minor
0.3696510758364008,0.383456843535832,-0.014982803694366774,Freemium
0.26324292890763373,0.4271638541450633,-0.0088689252586457,Writing on Medium
0.23757722473468107,0.3278465858253074,-0.016440879347692484,Newsletters
0.2604508477473411,0.2529776509016233,-0.019632046435589516,Somatosensory
0.32782201496606506,0.33613862695110786,-0.01165731370691527,Working memory
0.3331896056630505,0.4316111981576428,-0.02248140015265667,Hardware
0.8744196957167016,0.38991876940995196,-0.012482938766283003,DSP (Digital Signal Processor)
0.22979254722002446,0.37874038375401253,-0.023014066542271547,ALU (Arithmetic Logic Unit)
0.8234214370057739,0.45392393083820437,-0.029287452206494972,Raspberry Pi
0.3645715399625656,0.37445464711200604,-0.02330756866185875,Raspberry Pi
0.8356176507129965,0.375888835440228,-0.017719125193297144,ARM (Advanced RISC Machines)
0.8782677313902003,0.39794433745102553,-0.019191017472024903,RAM (Random-Access Memory)
0.2020755165974271,0.33309625632320794,-0.04330720248557565,Places
0.3702259509817699,0.376528095512206,-0.02211052325956466,Places
0.25458327871823583,0.417611855162747,-0.011993309110287106,Third places
0.9027146599232055,0.4557605733247432,-0.012478431273772368,Exchange Traded Funds (ETF)
0.8964201945474468,0.4411970410405471,-0.0036005586832964748,Saving habit
0.866514274242796,0.39043934724623097,-0.012409415258926125,Emergency fund
0.2755490173567245,0.17496492798509164,-0.02859670159364626,My investment strategy
0.2220340959599564,0.18032245329576574,-0.01800013588260522,Personal finances
0.20040032483963238,0.21994655900024063,-0.0160350892379949,Personal finances
0.19578438325920297,0.22386326196672435,-0.012450302044284111,State controlled saving plans
0.31452793568442405,0.2374382183616963,-0.03554008582007159,Stock markets
0.890794964734331,0.4462947675461348,-0.00641113164057248,Real estate
0.29000696428065664,0.3539161031331594,-0.016455902696391196,Old books
0.2218348879764549,0.37457764244840397,-0.028062132208524958,Cryptocurrencies
0.8425496455912221,0.4777963117640053,-0.020864079556240277,AudioSet dataset
0.31745240078816706,0.3014862289425022,-0.02492334581959154,Sound classification
0.8772639669247687,0.42712455331944543,-0.01782149432740101,Mel Spectogram
0.883191426951756,0.4674833503576147,-0.010739712813671986,Soundproofing
0.2828106477814051,0.360049743053364,-0.013291032539168024,The zettelkasten method and how to take smart notes
0.33413497021993954,0.3480231418277203,-0.014264519477527398,Fleeting notes to capture thoughts
0.8774233323525467,0.3802391669717715,-0.037864503517806306,Zettelkasten for musicians
0.33336192633171896,0.33451590357840566,-0.01538579697265759,Zettelkasten for musicians
0.885532298710161,0.46074407044138554,-0.00975983476013352,Zettelkasten for musicians
0.2153900373150922,0.9413821493769207,-0.041957480170872016,Zettelkasten for musicians
0.8282502053268499,0.46002651500371483,-0.023902464712137465,Zettelkasten for musicians
0.8901142578178787,0.45728622160756016,-0.006746571103718844,Zettelkasten for musicians
0.331493457776624,0.3425549434440337,-0.010746860909801655,Open-closed principle makes Zettelkasten closer to its original design
0.8382832472561841,0.38022406316726054,-0.01855996780330264,Litterature note to quote and reference content
0.3401145033211893,0.2913070967981158,-0.024874255689281307,Writing is the only thing that count
0.3465341799673488,0.26061493061158514,-0.023302317296975374,Permanent notes to link and develop
0.32372737705083,0.3211927361942227,-0.020201971528436696,202107062037 Critics need rhetoric
0.25462281814352083,0.25285184308131425,-0.020489038737417125,"202107071942 Books never solve practical problems, action does"
0.8520659006200353,0.3656972255000026,-0.01972372056425556,202106122210 Expert can rely on their intuition
0.8670064906550605,0.4276798760822087,-0.023680460564910855,"202107032023 Don't be an expert, make unexpected connections instead"
0.8826552108397859,0.4386588555340125,-0.010507835633377961,202106201717 Avoid immobility by starting projects as drafts
0.8501624057288732,0.3878027294190869,-0.018432685881603603,202107062101 Don't read with a dictionnary
0.34838812746647196,0.4275866453066517,-0.0234714195236747,202106131144 Learning has multiple phases
0.17414023949614227,0.19989304393776977,-0.032170334280689175,202107061345 Interpretative reading
0.25435439891569345,0.23097666289814112,-0.030549905924305645,202106152233 Thinking about solutions to previous problem helps finding creative solutions
0.8339242763215289,0.483951525415904,-0.05002860027360932,202107071935 The two types of practical books
0.9115993776915076,0.4987489493145557,-0.021948056716291707,202109222330 Is Thus Spake Zarathoustra has any historical fundements?
0.33362457778775434,0.3594946681154705,-0.026166868088904605,202106172137 Writing a lot trigger the large number theory on finding great topics
0.8108768378797652,0.38335235315002547,-0.03154595954458904,202106122212 Better taking note by hand
0.2394687274185477,0.22535197521383085,-0.024003579311539056,202107062109 Don't use extrinsic aid synchronously
0.8905002043802848,0.4360291958937091,-0.007456500908196968,202107062046 Book completeness as an indiscutable argument
0.17641472720394652,0.9416738802002786,-0.05099277861748379,202106270022 Teaching require empathy
0.26824239296782204,0.4133020532182294,-0.02034591801367023,202106290039 Don't stop on unknown references when reading
0.18828041792513656,0.2473218453767386,-0.03044866747190471,202106270039 Best collectors are artists
0.8538334194224914,0.390044132851727,-0.020562922978043317,202107072126 Imaginary litterature is harder to read
0.33797722414449227,0.3262313149945243,-0.030624613846905686,202106122322 Remembering is bringing back memory to conscious mind
0.3479808018351472,0.25558271111691977,-0.02079380136717711,202106122339 Don't worry about slipbox's completeness
0.22228907494917488,0.17409959402187528,-0.01444308799638191,"202107032032 Focus is for executing, openess is for creativity"
0.3461149464578986,0.33749689329255,-0.02063407298133759,202106131132 Litterature notes helps comparing different authors ideas
0.3441274801369063,0.28931543667754434,-0.024958307549350876,202106152303 Laxism is a threat to creativity
0.881731294324452,0.3868548834513945,-0.028460267181197478,202107272301 Our mental growth don't have limit
0.2070502621818447,0.2235906769676504,-0.012513526789094998,~ What are litterature notes?
0.8939301885333952,0.4287783141356202,-0.01809149319102168,202106122307 Reading with a pen in hand is a way to test our understanding
0.35331413115580734,0.26608968288624457,-0.023448541595620143,202106122336 Understanding improve strenght retrieval
0.22232523899173828,0.16343711476019934,-0.022331507832477157,"202106270036 Don't search for good taste, search for pleasant things"
0.8798212456290284,0.3921376680873254,-0.017323247452776722,202106122329 Multiplying notes connections free us from unexpected cues
0.2567268071169647,0.4793715182342223,-0.041398310912114704,202106270049 Collectors should have an antilibrary
0.2654265816076333,0.4158589462320366,-0.01522524095829877,202106201723 Learning shouldn't be linear but graph oriented
0.37722335961619635,0.2335945610660179,-0.03456714822511048,202107072122 Be careful about practical book's propaganda
0.8863407724112509,0.42196763552646166,-0.02109466421319533,202107071931 Analytical reading apply on non-fiction
0.19204744357035947,0.19617583268459332,-0.03119675793423959,202106131120 Index notes like a writter
0.8881923144867133,0.4531768226586602,-0.010707136776678635,202106131155 Paradigm shifts comes from little steps toward a direction
0.3180420273289233,0.30969491627786505,-0.024849228000972508,202106152243 Creativity and thinking better flourish under restrictions
0.2745983683410188,0.23628802426338089,-0.03743260659754798,202106122248 Storing notes in our slipbox is investing in ourself
0.24313501374823765,0.23676398977565233,-0.01801837725958729,"202106122343 The slipbox is a tool to think in, not about"
0.316228446935306,0.31694833357348384,-0.021241941237227627,202106152240 Solutions are just trade offs and can't be perfect
0.23257300327974517,0.3213323784711759,-0.028281835079196987,202106270032 Aided and unaided learning
0.32871784555144823,0.3554141721142026,-0.02415368472203958,202107032150 Questioning a book to read more actively
0.33106751581551774,0.2877290985968275,-0.020067103541827627,202107061349 Criticizing a book is a reader obligation toward the author
0.29249217975617625,0.24595009549989597,-0.03893922497841859,202107052315 Grasp author's key sentences and arguments in a book
0.2281226807191217,0.38516951783852404,-0.038867535228760894,202106122315 Reading without writing isn't learning
0.3432554163387719,0.45580479835874443,-0.03423936171316162,202106270021 The three kinds of reading
0.37836885599686415,0.24540475451431173,-0.028549556476864902,202106131114 Note connections helps find patterns accross non related subjects
0.253755627337361,0.43080600163999483,-0.041186622340936986,202107052256 Find the important keywords in a book help analysis
0.17601172431293055,0.17549436558186549,-0.04011994295663775,202106152224 Finding creative and functional solutions require abstraction
0.8891985163599638,0.46860162011270634,-0.01354741264418465,202107062058 Read with exigence
0.3399086857681374,0.341196073551695,-0.020152768142660725,202106152315 Zettelkasten make the act of choosing topic seamless
0.918011234981751,0.43887913134664464,-0.020946584481932793,202106122321 Forgetting is active inhibition
0.8966890255116967,0.4701003597778636,-0.020961671209051295,202106122246 Smart notes are about thinking beyound actual context
0.8842233644558395,0.43122077146680626,-0.01076511282292038,202106172158 Finding unheard ideas require open-mindness
0.3044317222766497,0.19746550850576364,-0.037636782838620916,202106152227 Knowing failures helps as much as knowing successes
